,link,id,locality,country,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,public_sales,notary_sales
70,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11278428,11278428,Nivelles,Belgium,,,Walloon Brabant,1300,445000,APARTMENT,APARTMENT,2.0,92.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,A++,,GAS,1,0,50.7111059,4.5911782,,
71,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11299428,11299428,Gent,Belgium,2023.0,,East Flanders,9000,560000,HOUSE,HOUSE,4.0,192.0,INSTALLED,0,0,26.0,1,75,1,0,0.0,0,,,,,1,0,50.9969529,3.7070249,,
72,https://www.immoweb.be/en/classified/castle/for-sale/bastogne/6600/10940526,10940526,Bastogne,Belgium,1874.0,4.0,Luxembourg,6600,1750000,HOUSE,CASTLE,19.0,1560.0,HYPER_EQUIPPED,1,0,20.0,1,28870,1,0,28870.0,0,GOOD,D,288.0,FUELOIL,1,0,49.8789747,5.6824696,,
73,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353324,7353324,Antwerp,Belgium,,,Antwerp,2000,132800,COMMERCIAL,BUSINESS,,33.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
74,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/11295367,11295367,Brussels,Belgium,2023.0,4.0,Brussels,1000,340000,APARTMENT,FLAT_STUDIO,0.0,54.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
75,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099797,11099797,Brugge,Belgium,2024.0,3.0,West Flanders,8000,280000,APARTMENT,APARTMENT,1.0,69.0,INSTALLED,0,0,9.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232578,3.2370722,,
76,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302337,11302337,Hasselt,Belgium,2023.0,2.0,Limburg,3500,181488,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,6.0,1,0,0,0,,0,,,,,1,0,50.9307846,5.3299163,,
78,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11217012,11217012,Namur,Belgium,,,Namur,5000,202408,APARTMENT,FLAT_STUDIO,0.0,48.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
79,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11262515,11262515,Charleroi,Belgium,,,Hainaut,6000,98000,APARTMENT,APARTMENT,2.0,59.0,NOT_INSTALLED,0,0,0.0,0,0,0,1,,0,TO_RENOVATE,C,186.0,GAS,1,941,50.4139572,4.4547865,,
80,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11278430,11278430,Nivelles,Belgium,2023.0,3.0,Walloon Brabant,1300,535000,APARTMENT,APARTMENT,3.0,120.0,INSTALLED,0,0,19.0,1,0,0,1,,0,,A++,,GAS,1,0,,,,
81,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11299415,11299415,Gent,Belgium,2023.0,,East Flanders,9000,595000,HOUSE,HOUSE,4.0,180.0,INSTALLED,0,0,22.0,1,187,1,0,0.0,0,,,,,1,0,50.9969529,3.7070249,,
82,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353325,7353325,Antwerp,Belgium,,,Antwerp,2000,132800,COMMERCIAL,BUSINESS,,33.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
83,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/11295366,11295366,Brussels,Belgium,2023.0,4.0,Brussels,1000,385000,APARTMENT,FLAT_STUDIO,0.0,61.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
84,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099793,11099793,Brugge,Belgium,2024.0,3.0,West Flanders,8000,289000,APARTMENT,APARTMENT,1.0,72.0,INSTALLED,0,0,8.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232456,3.2370482,,
85,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/10859481,10859481,Bastogne,Belgium,1965.0,3.0,Luxembourg,6600,320000,HOUSE,HOUSE,4.0,229.0,NOT_INSTALLED,0,0,,1,0,0,1,820.0,0,GOOD,E,391.0,FUELOIL,1,1353,50.0043995,5.7249338,,
86,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302326,11302326,Hasselt,Belgium,2023.0,2.0,Limburg,3500,184620,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,6.0,1,0,0,0,,0,,,,,1,0,50.9307846,5.3299163,,
87,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11217014,11217014,Namur,Belgium,,,Namur,5000,202453,APARTMENT,FLAT_STUDIO,0.0,48.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
88,https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%88ge/4000/11044170,11044170,Liège,Belgium,,,Liège,4000,173500,APARTMENT,FLAT_STUDIO,0.0,51.0,INSTALLED,0,0,0.0,0,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
89,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11278354,11278354,Nivelles,Belgium,2023.0,3.0,Walloon Brabant,1300,595000,APARTMENT,APARTMENT,3.0,152.0,INSTALLED,0,0,30.0,1,0,0,1,,0,,A++,,GAS,1,0,,,,
90,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11151242,11151242,Charleroi,Belgium,,,Hainaut,6000,195000,APARTMENT,APARTMENT,2.0,113.0,INSTALLED,0,0,,1,0,0,1,,0,JUST_RENOVATED,B,131.0,FUELOIL,1,1447,,,,
91,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11286940,11286940,Gent,Belgium,2001.0,2.0,East Flanders,9000,249000,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,4.0,1,0,0,0,,0,GOOD,B,183.0,GAS,1,666,51.03768,3.7093353,,
92,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7309243,7309243,Antwerp,Belgium,,,Antwerp,2000,136800,COMMERCIAL,BUSINESS,,34.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
93,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295338,11295338,Brussels,Belgium,2023.0,4.0,Brussels,1000,400000,APARTMENT,APARTMENT,2.0,88.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
94,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11190020,11190020,Bastogne,Belgium,,3.0,Luxembourg,6600,377000,HOUSE,HOUSE,3.0,156.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,1,1002.0,0,,B,107.0,GAS,1,0,49.984871,5.7232941,,
95,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099800,11099800,Brugge,Belgium,2024.0,3.0,West Flanders,8000,299000,APARTMENT,APARTMENT,1.0,72.0,INSTALLED,0,0,8.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232456,3.2370482,,
96,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302308,11302308,Hasselt,Belgium,2023.0,2.0,Limburg,3500,184785,APARTMENT,APARTMENT,1.0,55.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
97,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11217043,11217043,Namur,Belgium,,,Namur,5000,202545,APARTMENT,FLAT_STUDIO,0.0,49.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
98,https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%88ge/4000/11157930,11157930,Liège,Belgium,,,Liège,4000,180000,APARTMENT,FLAT_STUDIO,0.0,51.0,INSTALLED,0,0,0.0,0,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
99,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11288119,11288119,Gent,Belgium,2001.0,2.0,East Flanders,9000,365000,APARTMENT,APARTMENT,3.0,125.0,INSTALLED,0,0,6.0,1,0,0,1,,0,AS_NEW,B,114.0,GAS,0,1169,51.0401114,3.7372655,,
100,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11290430,11290430,Charleroi,Belgium,2010.0,4.0,Hainaut,6000,395000,HOUSE,HOUSE,5.0,170.0,,0,0,,1,3000,1,0,0.0,0,GOOD,B,150.0,GAS,1,1404,50.4640067,4.4839432,,
101,https://www.immoweb.be/en/classified/penthouse/for-sale/wavre/1300/11278432,11278432,Nivelles,Belgium,2023.0,4.0,Walloon Brabant,1300,945000,APARTMENT,PENTHOUSE,3.0,243.0,,0,0,83.0,1,0,0,1,,0,,A++,,,1,0,50.7111059,4.5911782,,
102,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353322,7353322,Antwerp,Belgium,,,Antwerp,2000,142800,COMMERCIAL,BUSINESS,,35.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
103,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295365,11295365,Brussels,Belgium,2023.0,4.0,Brussels,1000,410000,APARTMENT,APARTMENT,1.0,68.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
104,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217035,11217035,Namur,Belgium,,,Namur,5000,205227,APARTMENT,APARTMENT,1.0,52.0,,0,0,6.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
105,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099785,11099785,Brugge,Belgium,2024.0,3.0,West Flanders,8000,300000,APARTMENT,GROUND_FLOOR,2.0,89.0,INSTALLED,0,0,11.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232456,3.2370482,,
106,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302341,11302341,Hasselt,Belgium,2023.0,2.0,Limburg,3500,185045,APARTMENT,APARTMENT,1.0,56.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
107,https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%88ge/4000/11157932,11157932,Liège,Belgium,,,Liège,4000,183000,APARTMENT,FLAT_STUDIO,0.0,51.0,INSTALLED,0,0,0.0,0,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
108,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353327,7353327,Antwerp,Belgium,,,Antwerp,2000,144800,COMMERCIAL,BUSINESS,,36.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
109,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11064164,11064164,Charleroi,Belgium,1940.0,2.0,Hainaut,6000,189000,HOUSE,HOUSE,3.0,175.0,,0,0,41.0,1,97,1,1,147.0,0,GOOD,E,415.0,GAS,1,713,50.4269235,4.4556679,,
110,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10428210,10428210,Nivelles,Belgium,2022.0,,Walloon Brabant,1300,345455,APARTMENT,APARTMENT,2.0,98.0,NOT_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,85.0,GAS,1,0,50.7237045,4.6092538,,
111,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295361,11295361,Brussels,Belgium,2023.0,4.0,Brussels,1000,420000,APARTMENT,APARTMENT,1.0,69.0,USA_HYPER_EQUIPPED,0,0,24.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
112,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11216959,11216959,Namur,Belgium,,,Namur,5000,233334,APARTMENT,APARTMENT,1.0,61.0,,0,0,8.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
113,https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%88ge/4000/11157931,11157931,Liège,Belgium,,,Liège,4000,189000,APARTMENT,FLAT_STUDIO,0.0,51.0,INSTALLED,0,0,0.0,0,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
115,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099805,11099805,Brugge,Belgium,2024.0,3.0,West Flanders,8000,310000,APARTMENT,APARTMENT,1.0,72.0,INSTALLED,0,0,8.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232456,3.2370482,,
116,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302279,11302279,Hasselt,Belgium,2023.0,2.0,Limburg,3500,185696,APARTMENT,APARTMENT,1.0,56.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
117,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353326,7353326,Antwerp,Belgium,,,Antwerp,2000,177200,COMMERCIAL,BUSINESS,,44.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
119,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11221564,11221564,Charleroi,Belgium,,2.0,Hainaut,6000,59000,APARTMENT,APARTMENT,2.0,82.0,NOT_INSTALLED,0,0,0.0,0,0,0,0,,0,TO_RENOVATE,B,108.0,GAS,1,907,50.4122756,4.4352232,,
120,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217022,11217022,Namur,Belgium,,,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
121,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295344,11295344,Brussels,Belgium,2023.0,4.0,Brussels,1000,460000,APARTMENT,APARTMENT,2.0,89.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
122,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044172,11044172,Liège,Belgium,,,Liège,4000,210000,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
123,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11263885,11263885,Bastogne,Belgium,2024.0,3.0,Luxembourg,6600,235000,APARTMENT,APARTMENT,1.0,73.0,,0,0,5.0,1,0,0,0,,0,AS_NEW,A,,GAS,0,0,50.0062282,5.7180337,,
124,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302307,11302307,Hasselt,Belgium,2023.0,2.0,Limburg,3500,190135,APARTMENT,APARTMENT,1.0,52.0,INSTALLED,0,0,6.0,1,0,0,0,,0,,,,,1,0,50.9307846,5.3299163,,
125,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099783,11099783,Brugge,Belgium,2024.0,3.0,West Flanders,8000,320000,APARTMENT,GROUND_FLOOR,2.0,84.0,INSTALLED,0,0,23.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232578,3.2370722,,
126,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11289423,11289423,Gent,Belgium,2023.0,,East Flanders,9000,255000,APARTMENT,APARTMENT,1.0,60.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,GOOD,A,20.0,,1,0,51.0274241,3.696983,,
127,https://www.immoweb.be/en/classified/business/for-sale/antwerp/2000/7353323,7353323,Antwerp,Belgium,,,Antwerp,2000,199200,COMMERCIAL,BUSINESS,,49.0,,0,0,0.0,0,0,0,1,0.0,0,,,,,0,0,,,,
128,https://www.immoweb.be/en/classified/apartment/for-sale/charleroi/6000/11204343,11204343,Charleroi,Belgium,1988.0,,Hainaut,6000,160000,APARTMENT,APARTMENT,3.0,,INSTALLED,0,0,,1,0,0,1,,0,GOOD,C,196.0,GAS,1,1422,50.4165736,4.451728,,
130,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295341,11295341,Brussels,Belgium,2023.0,4.0,Brussels,1000,470000,APARTMENT,APARTMENT,2.0,104.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
131,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217021,11217021,Namur,Belgium,,,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
132,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044177,11044177,Liège,Belgium,,,Liège,4000,215000,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
133,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302270,11302270,Hasselt,Belgium,2023.0,2.0,Limburg,3500,194829,APARTMENT,APARTMENT,1.0,60.0,INSTALLED,0,0,3.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
134,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/7016593,7016593,Antwerp,Belgium,,,Antwerp,2000,910000,APARTMENT,APARTMENT,2.0,147.0,,0,0,13.0,1,0,0,1,,0,,,,,0,0,,,,
135,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11263886,11263886,Bastogne,Belgium,2024.0,3.0,Luxembourg,6600,235000,APARTMENT,APARTMENT,1.0,73.0,,0,0,5.0,1,0,0,0,,0,AS_NEW,A,,GAS,0,0,50.0062282,5.7180337,,
136,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099782,11099782,Brugge,Belgium,2024.0,3.0,West Flanders,8000,360000,APARTMENT,GROUND_FLOOR,2.0,97.0,INSTALLED,0,0,20.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232578,3.2370722,,
137,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11289421,11289421,Gent,Belgium,2023.0,,East Flanders,9000,260000,APARTMENT,APARTMENT,1.0,60.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,GOOD,A,20.0,,1,0,51.0274241,3.696983,,
138,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11147989,11147989,Charleroi,Belgium,1970.0,2.0,Hainaut,6000,99900,HOUSE,HOUSE,3.0,110.0,,0,0,8.0,1,150,1,0,170.0,0,TO_BE_DONE_UP,F,482.0,,0,0,,,,
139,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11217078,11217078,Nivelles,Belgium,,,Walloon Brabant,1300,212500,OFFICE,OFFICES,,77.0,,0,0,0.0,0,0,0,1,0.0,0,AS_NEW,,,,0,0,,,,
140,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295355,11295355,Brussels,Belgium,2023.0,4.0,Brussels,1000,480000,APARTMENT,APARTMENT,2.0,89.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
141,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217018,11217018,Namur,Belgium,,,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
142,https://www.immoweb.be/en/classified/penthouse/for-sale/hasselt/3500/11302305,11302305,Hasselt,Belgium,2023.0,2.0,Limburg,3500,197671,APARTMENT,PENTHOUSE,1.0,52.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
143,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044173,11044173,Liège,Belgium,,,Liège,4000,217500,APARTMENT,APARTMENT,1.0,62.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
144,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11289424,11289424,Gent,Belgium,2023.0,,East Flanders,9000,315000,APARTMENT,APARTMENT,2.0,81.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,GOOD,A,20.0,,1,0,51.0274241,3.696983,,
145,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11121691,11121691,Charleroi,Belgium,,2.0,Hainaut,6000,105000,HOUSE,HOUSE,2.0,115.0,NOT_INSTALLED,0,0,0.0,0,0,0,1,0.0,0,TO_RENOVATE,E,389.0,GAS,1,0,50.4213512,4.448426,,
146,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099788,11099788,Brugge,Belgium,2024.0,3.0,West Flanders,8000,365000,APARTMENT,APARTMENT,2.0,96.0,INSTALLED,0,0,15.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232578,3.2370722,,
147,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11263887,11263887,Bastogne,Belgium,2024.0,3.0,Luxembourg,6600,240000,APARTMENT,APARTMENT,1.0,79.0,,0,0,15.0,1,0,0,0,,0,AS_NEW,A,,GAS,0,0,50.0062282,5.7180337,,
148,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11217079,11217079,Nivelles,Belgium,,,Walloon Brabant,1300,225000,OFFICE,OFFICES,,88.0,,0,0,0.0,0,0,0,1,0.0,0,AS_NEW,,,,0,0,,,,
149,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217020,11217020,Namur,Belgium,,,Namur,5000,236195,APARTMENT,APARTMENT,1.0,63.0,,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,,,,
150,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044178,11044178,Liège,Belgium,,,Liège,4000,221000,APARTMENT,APARTMENT,1.0,62.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
151,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295351,11295351,Brussels,Belgium,2023.0,4.0,Brussels,1000,485000,APARTMENT,APARTMENT,2.0,91.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
153,https://www.immoweb.be/en/classified/penthouse/for-sale/hasselt/3500/11302275,11302275,Hasselt,Belgium,2023.0,2.0,Limburg,3500,205260,APARTMENT,PENTHOUSE,1.0,56.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
154,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11289430,11289430,Gent,Belgium,2024.0,,East Flanders,9000,325000,APARTMENT,APARTMENT,2.0,61.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,GOOD,A,20.0,,1,0,51.0274241,3.696983,,
155,https://www.immoweb.be/en/classified/apartment-block/for-sale/charleroi/6000/10474693,10474693,Charleroi,Belgium,1970.0,2.0,Hainaut,6000,329900,HOUSE,APARTMENT_BLOCK,2.0,272.0,INSTALLED,0,0,0.0,0,0,0,0,160.0,0,JUST_RENOVATED,C,194.0,GAS,1,2141,,,,
156,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044171,11044171,Liège,Belgium,,,Liège,4000,235000,APARTMENT,APARTMENT,1.0,69.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
157,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11217077,11217077,Nivelles,Belgium,,,Walloon Brabant,1300,235000,OFFICE,OFFICES,,93.0,,0,0,0.0,0,0,0,1,0.0,0,AS_NEW,,,,0,0,,,,
158,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11099795,11099795,Brugge,Belgium,2024.0,3.0,West Flanders,8000,375000,APARTMENT,APARTMENT,2.0,97.0,INSTALLED,0,0,15.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2232578,3.2370722,,
159,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295356,11295356,Brussels,Belgium,2023.0,4.0,Brussels,1000,495000,APARTMENT,APARTMENT,2.0,91.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
160,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11217023,11217023,Namur,Belgium,,,Namur,5000,236195,APARTMENT,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,AS_NEW,,,,0,0,,,,
161,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11263882,11263882,Bastogne,Belgium,2024.0,3.0,Luxembourg,6600,245000,APARTMENT,APARTMENT,1.0,79.0,,0,0,5.0,1,0,0,0,,0,,A,,GAS,0,0,50.0062282,5.7180337,,
162,https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/11302274,11302274,Hasselt,Belgium,2023.0,2.0,Limburg,3500,208552,APARTMENT,APARTMENT,1.0,55.0,INSTALLED,0,0,4.0,1,0,0,0,,0,,,,,1,0,50.9305047,5.3297261,,
163,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11207838,11207838,Antwerp,Belgium,2025.0,,Antwerp,2000,240000,APARTMENT,APARTMENT,1.0,41.0,,0,0,0.0,0,0,0,1,,0,AS_NEW,,,,0,0,51.2334061,4.4084692,,
164,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11289429,11289429,Gent,Belgium,2024.0,,East Flanders,9000,345000,APARTMENT,APARTMENT,2.0,88.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,GOOD,A,20.0,,1,0,51.0274241,3.696983,,
165,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/11006658,11006658,Charleroi,Belgium,,2.0,Hainaut,6000,360000,HOUSE,HOUSE,3.0,261.0,INSTALLED,1,0,0.0,0,150,1,1,270.0,0,GOOD,E,370.0,GAS,1,0,50.4083022,4.4440087,,
166,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4000/11044176,11044176,Liège,Belgium,,,Liège,4000,238000,APARTMENT,APARTMENT,1.0,69.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,A,50.0,GAS,1,0,50.6182094,5.5783806,,
167,https://www.immoweb.be/en/classified/offices/for-sale/wavre/1300/11217080,11217080,Nivelles,Belgium,,,Walloon Brabant,1300,235000,OFFICE,OFFICES,,89.0,,0,0,0.0,0,0,0,1,0.0,0,AS_NEW,,,,0,0,,,,
168,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11295337,11295337,Brussels,Belgium,2023.0,4.0,Brussels,1000,550000,APARTMENT,APARTMENT,2.0,108.0,USA_HYPER_EQUIPPED,0,0,21.0,1,0,0,1,,0,AS_NEW,A,45.0,GAS,1,0,50.8558275,4.3486442,,
169,https://www.immoweb.be/en/classified/ground-floor/for-sale/brugge/8000/11099781,11099781,Brugge,Belgium,2024.0,3.0,West Flanders,8000,399000,APARTMENT,GROUND_FLOOR,2.0,93.0,INSTALLED,0,0,37.0,1,0,0,0,,0,AS_NEW,,,,1,0,51.2230695,3.236746,,
